msoa11cd,median_annual_incomeE,median_annual_incomeE_lower_bound,median_annual_incomeE_upper_bound
E02000052,58600,49200,69900
E02000053,51100,42700,61100
E02000054,57000,47600,68200
E02000055,50400,42200,60200
E02000056,71600,59900,85600
E02000057,54400,45300,65300
E02000058,58800,49200,70200
E02000059,46900,39300,55800
E02000060,49600,41200,59800
E02000061,65500,54800,78300
E02000062,45400,38100,54200
E02000063,54200,45200,64900
E02000064,50100,42000,59800
E02000065,49800,41700,59500
E02000066,41400,34700,49400
E02000067,45700,38300,54500
E02000068,45100,37800,53700
E02000069,45800,38400,54600
E02000070,50100,42000,59700
E02000071,51300,43000,61300
E02000072,44200,37000,52800
E02000073,57600,48200,68800
E02000074,44900,37500,53800
E02000075,53500,44800,63800
E02000077,51300,42900,61300
E02000078,55200,46200,66000
E02000079,49900,41700,59600
E02000080,50600,41900,61200
E02000081,51400,42400,62300
E02000082,58700,48900,70600
E02000083,49600,41500,59300
E02000084,54000,44900,64900
E02000085,51000,42700,61000
E02000086,56500,47400,67500
E02000087,61700,51600,73800
E02000088,59400,49500,71100
E02000089,59300,49500,71100
E02000090,48100,40300,57500
E02000091,50500,42400,60300
E02000092,43600,36600,52000
E02006785,49400,41400,58900
E02000093,50200,42000,60100
E02000094,48300,40400,57700
E02000095,50900,42600,60900
E02000096,60700,50700,72600
E02000097,50000,41800,59800
E02000098,47800,39900,57300
E02000099,57200,47800,68500
E02000100,61900,51500,74300
E02000101,47200,39500,56400
E02000102,43400,36300,51800
E02000103,45900,38400,54900
E02000104,50800,42500,60700
E02000105,50600,42300,60600
E02000106,46400,38800,55600
E02000107,50600,42500,60300
E02000108,50900,42700,60800
E02000109,52500,43900,62700
E02000110,52600,44100,62800
E02000111,47800,40000,57200
E02000112,50200,41900,60100
E02000113,40900,34100,48900
E02000114,50400,42300,60100
E02000115,50600,42300,60400
E02000116,43400,36400,51800
E02000117,38400,32200,46000
E02000118,48900,40700,58700
E02000119,39000,32700,46700
E02000120,51900,43500,62000
E02000121,51400,42900,61500
E02000122,54700,45900,65200
E02000123,44000,36700,52800
E02000124,53700,45000,64000
E02000125,52500,44000,62800
E02000126,41300,34600,49300
E02000127,45800,38300,54700
E02000128,55000,46100,65500
E02000130,55200,46200,65900
E02000131,54200,45100,65100
E02000132,56300,46800,67700
E02000133,72000,60100,86200
E02000134,56100,47000,67100
E02000135,43100,36100,51400
E02000136,52400,43800,62800
E02000137,60300,50200,72400
E02000138,60200,50200,72100
E02000139,61300,51300,73300
E02000140,42300,35300,50600
E02000141,55700,46700,66600
E02000142,62900,52700,74900
E02000144,63100,52900,75400
E02000145,43200,36100,51600
E02000146,60500,50500,72400
E02000147,64600,54200,77000
E02000148,63800,53500,76200
E02000149,49300,41300,58900
E02000150,58300,48900,69500
E02000151,70400,58900,84100
E02000152,47700,39900,57100
E02000153,61600,51600,73500
E02000154,59500,49900,70800
E02000155,50900,42700,60700
E02000156,57200,47900,68300
E02000157,66900,55900,80100
E02000158,55700,46600,66600
E02000159,67300,56100,80700
E02000160,61700,51700,73600
E02000161,61600,51700,73400
E02000162,50500,42300,60300
E02000163,59300,49700,70800
E02000165,60700,50600,72800
E02006782,53700,45000,64100
E02006787,59500,49700,71100
E02006789,53200,44400,63700
E02000194,54100,45300,64600
E02000195,58200,48800,69500
E02000196,54100,45200,64800
E02000197,53100,44400,63600
E02000198,44900,37700,53500
E02000199,53400,44700,63800
E02000200,51400,43000,61500
E02000201,45200,37900,54000
E02000202,51500,43100,61600
E02000203,44900,37600,53500
E02000204,49000,41000,58700
E02000206,45400,38100,54100
E02000207,50500,42200,60400
E02000208,46100,38600,55100
E02000209,48600,40600,58100
E02000210,56400,47300,67200
E02000211,56200,47100,67200
E02000212,45800,38400,54700
E02000213,46000,38600,54800
E02000214,59100,49500,70600
E02000215,50700,42400,60600
E02000216,58200,48600,69700
E02000217,52700,44200,62900
E02000218,52300,43800,62400
E02000219,60800,50800,72700
E02000220,51400,43100,61500
E02000221,47600,39900,56800
E02000222,61500,51400,73600
E02000223,39600,32900,47500
E02000224,62300,51700,75000
E02000225,44400,37100,53300
E02000226,62800,52500,75100
E02000227,54400,45400,65200
E02000228,66500,55700,79400
E02000229,40100,33500,48000
E02000230,58600,49200,69900
E02000231,67500,56500,80800
E02000232,58700,48900,70500
E02000233,60700,50900,72400
E02000234,59400,49700,70800
E02000235,63800,53500,76100
E02000236,63300,53000,75600
E02000237,53700,45000,64200
E02006788,48100,40300,57400
E02000238,50600,42300,60400
E02000239,54000,45200,64600
E02000240,45700,38300,54500
E02000241,53500,44800,63800
E02000242,52900,44200,63200
E02000243,52300,43700,62600
E02000244,53900,45100,64500
E02000245,41500,34800,49500
E02000246,42800,35800,51100
E02000247,44800,37500,53500
E02000248,56800,47500,67800
E02000249,47700,39900,57100
E02000250,73200,60000,89400
E02000251,50800,42500,60900
E02000252,51800,43200,62100
E02000253,44000,36800,52500
E02000254,47700,39800,57100
E02000255,59000,49400,70400
E02000256,64800,54200,77600
E02000257,62800,52500,75000
E02000258,55100,46100,65900
E02000259,60200,50400,72100
E02000260,46400,38800,55600
E02000261,50200,42100,59900
E02000262,48500,40700,57800
E02000263,42200,35100,50700
E02000264,58600,49100,69900
E02000265,54900,46000,65500
E02000266,45500,38000,54500
E02000267,54100,45300,64500
E02000268,56900,47500,68000
E02000269,72200,60300,86400
E02000270,45000,37700,53700
E02000271,72900,60900,87300
E02000272,63600,53300,75800
E02000274,45400,37700,54600
E02000275,46100,38600,55100
E02000276,65700,54700,78900
E02006791,63300,52700,75900
E02000277,46000,38500,54900
E02000278,39700,33200,47500
E02000279,45800,38400,54700
E02000280,50600,42500,60400
E02000281,43800,36700,52300
E02000282,38300,32000,45800
E02000283,44300,36900,53100
E02000284,55200,46400,65800
E02000285,59500,49800,71200
E02000286,54900,45800,65700
E02000287,52800,44000,63300
E02000288,41100,34300,49100
E02000289,59200,49600,70700
E02000290,38700,32400,46400
E02000291,49900,41800,59400
E02000292,51700,43300,61800
E02000293,65200,53800,79100
E02000294,40800,34100,48800
E02000295,61700,51300,74200
E02000296,47600,39900,56900
E02000297,56700,47300,68000
E02000298,62600,52300,74900
E02000299,40300,33600,48300
E02000300,42400,35400,50800
E02000301,38100,31800,45700
E02000302,48600,40700,58000
E02000303,39600,33100,47500
E02000304,61300,51300,73200
E02000305,55700,46700,66400
E02000306,36000,30000,43100
E02000307,46200,38500,55400
E02000308,52600,44100,62700
E02000309,40700,33900,48900
E02000311,45900,38400,54900
E02000312,52200,43800,62200
E02006793,39000,32600,46700
E02000313,43500,36400,52000
E02000314,49700,41600,59400
E02000315,41900,35100,50000
E02000316,52000,43500,62100
E02000317,43500,36500,51800
E02000318,43900,36800,52300
E02000319,48200,40400,57500
E02000320,47500,39800,56700
E02000321,42000,35200,50100
E02000323,43200,36200,51600
E02000324,44700,37500,53300
E02000326,55700,46700,66500
E02000327,42000,35200,50200
E02000328,59100,49300,70800
E02000329,49700,41700,59200
E02000331,50000,41900,59500
E02000332,58800,49200,70300
E02000333,67800,56600,81300
E02000334,47700,40000,56900
E02000335,56600,47400,67600
E02000337,47900,40000,57400
E02000339,59600,49500,71800
E02000340,52800,44200,63000
E02000341,44500,37200,53200
E02000342,41000,34000,49500
E02000343,50600,42200,60700
E02000344,52100,43600,62200
E02006786,49000,41000,58500
E02006927,53200,44500,63700
E02006928,57500,47700,69400
E02006929,58500,48900,69900
E02006930,63600,53300,75900
E02006931,61400,51300,73600
E02000433,54300,45300,65100
E02000434,55100,46100,65800
E02000435,52200,43700,62400
E02000436,67100,56100,80200
E02000437,56200,47000,67300
E02000438,52000,43500,62200
E02000439,51100,42800,61100
E02000440,65400,54500,78300
E02000441,56900,47700,67900
E02000442,53500,44600,64100
E02000443,48200,40400,57500
E02000444,56200,47000,67300
E02000445,50600,42400,60400
E02000447,63700,53300,76200
E02000448,68600,57500,82000
E02000449,48900,40900,58500
E02000451,65000,54400,77700
E02000452,56000,46800,66900
E02000453,60000,50300,71500
E02000454,75400,62800,90500
E02000455,53600,44800,64100
E02000456,57000,47800,68100
E02000457,67000,55900,80200
E02000459,54500,45700,65100
E02000460,50400,42200,60100
E02000461,62900,52500,75400
E02000462,55100,46100,65800
E02000463,52200,43700,62400
E02006795,60000,50100,71800
E02006882,58500,48800,70100
E02000464,40300,33500,48400
E02000465,41500,34600,49700
E02000466,42400,35400,50800
E02000467,36500,30400,43700
E02000468,45700,38300,54500
E02000469,37900,31600,45500
E02000470,49400,41200,59100
E02000471,49800,41600,59700
E02000472,48000,40000,57500
E02000473,51900,43500,61900
E02000474,46300,38600,55600
E02000475,52600,44000,62800
E02000476,43400,36400,51900
E02000477,54000,45200,64500
E02000478,55700,46400,66900
E02000479,48900,41000,58300
E02000480,48400,40600,57700
E02000481,48100,39700,58100
E02000482,62000,51900,74000
E02000483,43600,36400,52300
E02000484,49900,41800,59600
E02000485,54600,45700,65400
E02000486,52100,43600,62400
E02000487,62500,52400,74600
E02000488,51000,42300,61400
E02000489,48200,40400,57600
E02000490,44600,37400,53300
E02000491,44000,36500,53000
E02000492,49000,41000,58400
E02000493,45800,38300,54700
E02000494,62000,51900,74000
E02000495,55500,46500,66300
E02000496,54200,45300,64900
E02000497,60700,50800,72700
E02000498,54700,45700,65400
E02000499,64600,54000,77200
E02000500,60400,50700,72000
E02000501,58100,48700,69200
E02000502,59200,49500,70800
E02000503,59800,50100,71500
E02000504,69100,57700,82600
E02000506,65500,54800,78300
E02000507,56000,46700,67200
E02000508,47400,38900,57700
E02000509,45800,37700,55600
E02000510,57800,47900,69700
E02000511,51300,42900,61400
E02000512,49300,41200,58900
E02000513,47000,39400,56100
E02000514,53100,44200,63800
E02000515,51700,43200,61800
E02000516,53000,43900,63800
E02000517,43800,36500,52600
E02000518,46000,38500,55000
E02000519,44600,37300,53200
E02000520,49200,41200,58800
E02000521,50300,42200,60000
E02000522,50500,42400,60200
E02000523,51600,43100,61800
E02000524,54300,45100,65300
E02000525,52200,43400,62800
E02006796,56600,47400,67600
E02000526,70100,58600,84000
E02000528,50200,42100,59800
E02000529,49500,41400,59100
E02000530,43800,36600,52400
E02000531,51200,42800,61200
E02000532,60700,50900,72500
E02000533,60500,50600,72400
E02000534,69000,57400,82900
E02000535,51500,43100,61500
E02000536,53100,44500,63400
E02000537,61500,51300,73700
E02000538,46300,38600,55500
E02000539,57100,47900,68000
E02000540,51600,43300,61500
E02000541,46900,39200,56000
E02000542,51400,43100,61300
E02000543,57400,48100,68600
E02000544,58400,48800,69900
E02000545,53100,44600,63300
E02000546,51700,43300,61700
E02000547,50600,42200,60500
E02000548,49000,41000,58500
E02000549,48800,40900,58300
E02000550,53700,45000,64000
E02000551,44100,36900,52700
E02000552,53500,44800,64000
E02000553,52700,44000,63200
E02006792,61300,51300,73300
E02000598,68800,57600,82200
E02000599,63800,53300,76500
E02000600,59400,49800,71000
E02000601,68000,57000,81100
E02000602,53300,44700,63600
E02000603,55300,46300,66000
E02000604,64300,53900,76800
E02000605,61000,51100,72600
E02000606,63900,53400,76500
E02000607,64600,53900,77400
E02000608,59900,49700,72100
E02000609,56700,47500,67700
E02000610,57900,48300,69300
E02000611,72000,59900,86600
E02000612,65000,54400,77700
E02000613,63300,52900,75600
E02000614,55400,46400,66200
E02000615,57500,48100,68700
E02000616,59700,49900,71400
E02000617,54700,45700,65400
E02000689,75000,62800,89700
E02000690,67000,55800,80600
E02000691,77000,64300,92300
E02000692,68500,56900,82400
E02000693,64700,54200,77200
E02000694,66200,55200,79300
E02000695,52800,44000,63300
E02000696,52500,44100,62600
E02000697,75100,62700,89900
E02000698,75500,63100,90300
E02000699,72900,61000,87100
E02000700,49500,41500,58900
E02000701,47600,39900,56800
E02000702,48500,40700,57900
E02000703,72900,60800,87400
E02000704,57900,48400,69300
E02000705,53700,44900,64200
E02000706,45700,38300,54500
E02000707,47200,39500,56500
E02000708,67300,56200,80500
E02000709,60600,50800,72200
E02000710,47500,39800,56600
E02000711,49800,41800,59400
E02000712,46900,39400,55900
E02000713,59100,49200,71100
E02000751,59400,49800,70900
E02000752,41800,35000,49900
E02000753,47500,39800,56600
E02000754,54400,45600,64800
E02000755,53600,44800,64200
E02000756,51500,43100,61500
E02000757,63400,52900,75800
E02000758,49200,40900,59100
E02000759,54400,45500,65100
E02000760,43600,36400,52300
E02000762,55100,45900,66300
E02000763,51300,42600,61800
E02000764,55000,45900,66000
E02000765,55100,45900,66000
E02000767,48900,40700,58800
E02000768,67700,56200,81600
E02000769,46600,38700,56000
E02000770,49700,41500,59500
E02000772,51300,42500,62000
E02000773,51800,43200,62300
E02000774,47000,39300,56300
E02000776,49000,40900,58700
E02000777,59100,49000,71300
E02000779,46100,38500,55300
E02000780,48500,40300,58300
E02000781,50400,42100,60300
E02000782,43800,36500,52600
E02000783,42000,34900,50500
E02006800,49900,41700,59600
E02006924,50200,41800,60100
E02006925,55300,46200,66300
E02000784,65600,55000,78300
E02000785,71700,59900,85800
E02000786,66100,55300,79000
E02000787,61900,51700,74100
E02000788,68200,57000,81400
E02000789,60900,50600,73400
E02000790,79600,66100,95900
E02000791,74500,61900,89600
E02000792,70200,58600,84000
E02000793,59000,49500,70300
E02000794,80200,66400,96800
E02000795,66600,55600,79600
E02000796,55400,46500,66100
E02000797,70600,58900,84700
E02000798,61900,51900,73800
E02000799,70300,58300,84800
E02000800,56200,46900,67300
E02000801,71700,59800,85900
E02000802,62200,52100,74200
E02000803,54700,45800,65400
E02000804,64300,53800,76800
E02000805,63800,53300,76400
E02000806,61900,51800,73900
E02000840,44300,37100,52800
E02000841,45000,37600,53700
E02000842,55000,46100,65800
E02000843,57800,48200,69400
E02000844,48600,40700,58100
E02000845,61700,51600,73700
E02000846,57000,47700,68100
E02000847,55400,46500,66100
E02000848,58300,48500,70100
E02000849,53400,44800,63600
E02000850,57200,47900,68300
E02000851,46800,39200,55900
E02000852,62800,52100,75700
E02000853,55200,46300,65900
E02000854,65400,54400,78500
E02000855,59000,49600,70300
E02000856,55100,46200,65700
E02000857,53300,44400,63900
E02000858,44600,37300,53500
E02000859,53000,44300,63400
E02000860,48800,40700,58400
E02000861,75400,62900,90400
E02000863,59500,49900,71000
E02006836,67900,56700,81400
E02000895,45500,38000,54500
E02000896,55200,46300,65800
E02000897,44800,37400,53600
E02000898,47200,39500,56400
E02000899,49900,41700,59800
E02000900,46900,39300,56000
E02000901,62400,52100,74800
E02000902,49200,41200,58700
E02000903,44100,36900,52700
E02000904,56400,47200,67300
E02000905,54500,45700,65000
E02000906,51700,43300,61600
E02000907,42100,35300,50300
E02000908,50700,42500,60500
E02000909,53700,45000,64000
E02000910,50500,42400,60200
E02000911,50900,42700,60700
E02000912,48100,40300,57500
E02000913,50300,42100,60000
E02000914,42500,35600,50700
E02000915,54000,45300,64400
E02000916,54700,45400,66000
E02000917,52700,44100,63100
E02000918,49800,41800,59500
E02000919,53300,44700,63700
E02000920,46700,39100,55800
E02000921,44000,36900,52500
E02000922,51100,42800,61000
E02003352,54000,45300,64400
E02003353,68100,56600,81900
E02003354,64500,53300,78000
E02003355,44500,37300,53000
E02003356,59400,49300,71500
E02003357,49200,41200,58800
E02003358,50900,42600,60800
E02003359,57500,47600,69400
E02003360,59400,49500,71100
E02003361,51900,43300,62100
E02003362,54300,45400,64900
E02003363,57000,47100,69000
E02003364,60000,50100,71900
E02003365,61900,51800,74000
E02003366,58900,48500,71400
E02003491,46100,38600,55000
E02003492,24500,19000,31700
E02003493,47900,40200,57200
E02003494,50600,42400,60300
E02003495,44100,37000,52500
E02003496,38100,31700,45800
E02003497,56200,47100,67100
E02003498,30200,24500,37200
E02003499,32100,26200,39300
E02003500,61900,51900,73900
E02003501,58700,49200,70000
E02003502,40400,33700,48300
E02003503,42100,35200,50400
E02003504,49800,41700,59400
E02003505,44000,36600,52900
E02003506,53500,44800,63900
E02003507,43700,36500,52300
E02003508,49100,40900,59000
E02003509,44000,36700,52600
E02003510,50100,42000,59800
E02003511,49300,41500,58800
E02003512,43800,36500,52400
E02003513,39600,33000,47600
E02003514,49900,41500,60100
E02003515,31600,25700,38700
E02003516,45400,37700,54500
E02003517,40200,33500,48300
E02003518,45100,37700,54100
E02003519,45000,37300,54300
E02003520,35600,29500,43100
E02003521,36900,30600,44400
E02003522,39500,33000,47300
E02003523,44200,37100,52800
E02003581,41300,34500,49300
E02003582,44200,37000,52800
E02003583,37500,31100,45100
E02003584,33000,27200,40000
E02003585,39700,33000,47600
E02003586,37500,31200,45100
E02003587,35600,29600,42900
E02003588,37300,30800,45100
E02003589,33300,27700,40100
E02003590,37800,31200,45700
E02003591,40100,33500,48000
E02003592,34100,28100,41500
E02003593,42200,35100,50700
E02003594,32900,27000,40000
E02003595,35500,29100,43100
E02003596,29300,23800,36000
E02003597,39400,32600,47500
E02003598,32500,26600,39600
E02003314,38700,32300,46300
E02003315,48300,40600,57600
E02003316,51000,42600,61000
E02003317,45900,38500,54700
E02003318,52000,43600,62000
E02003319,46500,38900,55500
E02003320,46300,38800,55300
E02003321,38700,32300,46400
E02003322,34400,28600,41400
